"","gene","ctrl_ccl34b.1_neg_1","ctrl_ccl34b.1_neg_2","ctrl_ccl34b.1_pos_1","ctrl_ccl34b.1_pos_2","ecoli_ccl34b.1_neg_1","ecoli_ccl34b.1_neg_2","ecoli_ccl34b.1_neg_3","ecoli_ccl34b.1_pos_1","ecoli_ccl34b.1_pos_2","ecoli_ccl34b.1_pos_3","pbs_ccl34b.1_neg_1","pbs_ccl34b.1_neg_2","pbs_ccl34b.1_neg_3","pbs_ccl34b.1_neg_4","pbs_ccl34b.1_pos_1","pbs_ccl34b.1_pos_2","pbs_ccl34b.1_pos_3","pbs_ccl34b.1_pos_4"
"2891","ENSDARG00000079244",0,40.6670115501614,0,0,0,0,0,0,0,0,0,0,1.16836553327334,0,0.512413741296918,42.0218619969152,0,74.898071627571
"2892","ENSDARG00000055086",141.075279731063,261.89555438304,138.048194325873,5.65701403774447,259.993975483104,106.048446666061,60.4732025932104,254.022763390258,1.57687292645977,78.4567563955418,291.073441828039,124.705818019344,183.433388723914,302.653672795228,1.02482748259384,126.065585990745,149.459153040406,82.4964267202231
"2893","ENSDARG00000046090",0,0,0,0,0,0,0,0,0,0,0,0,0,0.731047518829052,0,0,0,0
"2894","ENSDARG00000046091",53.5728910371126,0,8.55165805558506,0,0,0,0,42.0909811431532,0,0,0,11.8767445732708,0,0,0.512413741296918,0,0,0
"2895","ENSDARG00000108953",123.217649385359,130.134436960517,199.131466151481,239.857395200366,0,1.42346908276592,163.871580241423,172.05611590096,2.36530938968966,30.8462461042301,74.2907110941857,127.675004162661,294.428114384882,116.602079253234,196.766876658017,96.7480078533628,66.965464673948,223.608735583763
"2896","ENSDARG00000108340",96.4312038668027,105.73423003042,215.013116826139,250.040020468306,3.20980216645808,1.42346908276592,144.433765122177,276.914349626008,3.15374585291955,22.7993992944309,48.71522038963,112.829073446073,182.265023190641,99.4224625607511,233.660666031395,85.9982292029892,76.6706044817666,205.155587501607
"2897","ENSDARG00000046092",0,0,0,0,0,0.71173454138296,0,0,0,0,0,0,0,0,0,0,0.970513980781855,0
"2898","ENSDARG00000017762",157.147147042197,104.107549568413,70.8565953177048,199.126894128605,0.641960433291615,113.165792079891,102.588468684911,267.314652172307,398.160413931093,192.453752867696,79.1622331331487,29.6918614331771,95.8059737284139,325.316145878928,128.10343532423,100.65701827168,40.7615871928379,176.9331257289
"2899","ENSDARG00000069013",148.218331869345,172.428128972685,222.343109445212,118.797294792634,17.3329316988736,513.160604337114,176.020214690952,2.21531479700807,2.36530938968966,36.8813812115795,159.542346776038,473.090325501955,338.826004649269,0.365523759414526,173.708258299655,142.678880268596,35.9090172889287,182.360522223651
"2900","ENSDARG00000035652",10.7145782074225,0,0,0,0,0,1.61981792660385,0,0,0,0,0,0,2.92419007531621,0,0,0,0
"2901","ENSDARG00000095908",6384.10284858926,4001.63393653589,8902.27603586405,6072.23886811492,2698.80166155795,2003.53273399303,3150.00592793562,2894.67800142387,1970.30272161149,1859.49218363109,3333.33895516043,3032.52878104182,5036.82381394137,6295.7812321558,6536.86209772479,4165.0506007175,4199.41399484309,6324.00239568447
"2902","ENSDARG00000104696",85.7166256593802,0,89.1815768653871,39.5990982642113,67.4058454956196,297.505038298077,0.53993930886795,25.1069010327581,36.2680773085748,36.2108106440962,0,179.140897313502,50.2397179307536,22.2969493242861,0,57.6579036701859,28.1449054426738,113.975326389782
"2903","ENSDARG00000098424",14.2861042765634,0,23.2116432937309,0,0.641960433291615,0,0,0,0,0,103.519843327964,0,0,0,0,0,0,0
"2904","ENSDARG00000117133",69.6447583482464,34.1602897021356,226.008105754748,195.732685705959,310.708849713142,206.403017001058,151.183006483026,255.499639921597,102.496740219885,59.6807805060104,6.08940254870375,59.3837228663541,4.67346213309336,171.430643165413,297.199969952213,234.540625099061,343.561949196777,299.592286510284
"2905","ENSDARG00000101063",8.92881517285211,27.6535678541098,0,48.6503207246025,124.540324058573,123.841810200635,90.1698645809477,0.738438265669355,31.5374585291955,29.5051049692636,8.52516356818525,0,39.7244281312936,63.9666578975421,57.9027527665518,59.6124088793448,33.9679893273649,86.8383439160243
"2906","ENSDARG00000117107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977252604579422,0,0
"2907","ENSDARG00000112540",0,0,0,0,0,13.5229562862762,0,0,0,0,0,0,24.5356761987402,0,0.512413741296918,0,0,0
"2908","ENSDARG00000117459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2909","ENSDARG00000117640",0,0,0,0,0,0.71173454138296,0,0,0,0,1.21788050974075,0,0,1.4620950376581,0.512413741296918,0,0,0
"2910","ENSDARG00000117672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
